Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,8,28,100,8,4,100,31,16
2,move,"move 9 27",1,121,350,150,9,27,100,8,4,100,31,16
3,move,"move 9 5",2,126,350,150,9,27,100,9,5,100,31,16
4,move,"move 30 17",3,131,350,150,9,27,100,9,5,100,30,17
5,dig,"dig 10 26",1,138,350,150,9,27,100,9,5,100,30,17
6,dig,"dig 10 6",2,145,350,150,9,27,100,9,5,100,30,17
7,dig,"dig 29 17",3,152,350,150,9,27,100,9,5,100,30,17
8,move,"move 10 26",1,157,350,150,10,26,100,9,5,100,30,17
9,move,"move 10 6",2,162,350,150,10,26,100,10,6,100,30,17
10,move,"move 29 17",3,167,350,150,10,26,100,10,6,100,29,17
11,move,"move 11 25",1,172,350,150,11,25,100,10,6,100,29,17
12,dig,"dig 11 7",2,179,350,150,11,25,100,10,6,100,29,17
13,dig,"dig 28 17",3,186,350,150,11,25,100,10,6,100,29,17
14,dig,"dig 12 24",1,193,350,150,11,25,100,10,6,100,29,17
15,move,"move 11 7",2,198,350,150,11,25,100,11,7,100,29,17
16,move,"move 28 17",3,203,350,150,11,25,100,11,7,100,28,17
17,move,"move 12 24",1,208,350,150,12,24,100,11,7,100,28,17
18,move,"move 12 8",2,213,350,150,12,24,100,12,8,100,28,17
19,dig,"dig 27 17",3,220,350,150,12,24,100,12,8,100,28,17
20,move,"move 13 23",1,225,350,150,13,23,100,12,8,100,28,17
21,dig,"dig 13 9",2,232,350,150,13,23,100,12,8,100,28,17
22,move,"move 27 17",3,237,350,150,13,23,100,12,8,100,27,17
23,move,"move 14 22",1,242,350,150,14,22,100,12,8,100,27,17
24,move,"move 13 9",2,247,350,150,14,22,100,13,9,100,27,17
25,move,"move 26 17",3,252,350,150,14,22,100,13,9,100,26,17
26,dig,"dig 15 21",1,259,350,150,14,22,100,13,9,100,26,17
27,dig,"dig 14 10",2,266,350,150,14,22,100,13,9,100,26,17
28,move,"move 25 17",3,271,350,150,14,22,100,13,9,100,25,17
29,move,"move 15 21",1,276,350,150,15,21,100,13,9,100,25,17
30,move,"move 14 10",2,281,350,150,15,21,100,14,10,100,25,17
31,dig,"dig 24 17",3,288,350,150,15,21,100,14,10,100,25,17
32,move,"move 16 20",1,293,350,150,16,20,100,14,10,100,25,17
33,move,"move 14 11",2,298,350,150,16,20,100,14,11,100,25,17
34,move,"move 24 17",3,303,350,150,16,20,100,14,11,100,24,17
35,dig,"dig 17 19",1,310,350,150,16,20,100,14,11,100,24,17
36,move,"move 14 12",2,315,350,150,16,20,100,14,12,100,24,17
37,move,"move 23 17",3,320,350,150,16,20,100,14,12,100,23,17
38,move,"move 17 19",1,325,350,150,17,19,100,14,12,100,23,17
39,move,"move 14 13",2,330,350,150,17,19,100,14,13,100,23,17
40,dig,"dig 22 17",3,337,350,150,17,19,100,14,13,100,23,17
41,move,"move 18 18",1,342,350,150,18,18,100,14,13,100,23,17
42,dig,"dig 14 14",2,349,350,150,18,18,100,14,13,100,23,17
43,move,"move 22 17",3,354,350,150,18,18,100,14,13,100,22,17
44,move,"move 18 17",1,363,360,160,18,17,100,14,13,100,22,17
45,move,"move 14 14",2,363,360,160,18,17,100,14,13,100,22,17
46,dig,"dig 21 16",3,370,360,160,18,17,100,14,13,100,22,17
47,move,"move 17 16",1,375,360,160,17,16,100,14,13,100,22,17
48,move,"move 14 14",2,380,360,160,17,16,100,14,14,100,22,17
49,move,"move 21 16",3,385,360,160,17,16,100,14,14,100,21,16
50,dig,"dig 16 15",1,392,360,160,17,16,100,14,14,100,21,16
51,move,"move 14 15",2,392,360,160,17,16,100,14,14,100,21,16
52,dig,"dig 20 15",3,399,360,160,17,16,100,14,14,100,21,16
53,move,"move 16 15",1,404,360,160,16,15,100,14,14,100,21,16
54,move,"move 14 15",2,412,370,160,16,15,110,14,15,100,21,16
